HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date
FC Ingolstadt 04,TSV 1860 München,0,2,2012-09-26T17:30:00
FC Erzgebirge Aue,1. FC Union Berlin,1,1,2012-09-26T17:30:00
VfL Bochum,1. FC Kaiserslautern,1,2,2012-09-27T20:15:00
SC Paderborn 07,1. FC Köln,1,2,2012-09-28T18:00:00
Jahn Regensburg,FC St. Pauli,3,0,2012-09-28T18:00:00
VfR Aalen,FSV Frankfurt,3,0,2012-09-28T18:00:00
TSV 1860 München,SV Sandhausen,4,0,2012-09-29T13:00:00
1. FC Union Berlin,Energie Cottbus,3,1,2012-09-29T13:00:00
1. FC Kaiserslautern,Eintracht Braunschweig,1,1,2012-09-30T13:30:00
SG Dynamo Dresden,FC Erzgebirge Aue,3,1,2012-09-30T13:30:00
VfL Bochum,FC Ingolstadt 04,1,1,2012-09-30T13:30:00
MSV Duisburg,Hertha BSC,2,2,2012-10-01T20:15:00
Hertha BSC,TSV 1860 München,3,0,2012-10-05T18:00:00
FC St. Pauli,1. FC Union Berlin,2,2,2012-10-05T18:00:00
FSV Frankfurt,SC Paderborn 07,1,1,2012-10-05T18:00:00
Eintracht Braunschweig,VfL Bochum,3,0,2012-10-06T13:00:00
Energie Cottbus,MSV Duisburg,0,1,2012-10-06T13:00:00
FC Ingolstadt 04,1. FC Kaiserslautern,1,1,2012-10-07T13:30:00
FC Erzgebirge Aue,Jahn Regensburg,3,1,2012-10-07T13:30:00
SV Sandhausen,VfR Aalen,1,0,2012-10-07T13:30:00
1. FC Köln,SG Dynamo Dresden,1,1,2012-10-08T20:15:00
1. FC Kaiserslautern,SV Sandhausen,3,1,2012-10-19T18:00:00
MSV Duisburg,FC Ingolstadt 04,0,2,2012-10-19T18:00:00
VfL Bochum,Hertha BSC,0,2,2012-10-19T18:00:00
SG Dynamo Dresden,Eintracht Braunschweig,0,2,2012-10-20T13:00:00
Jahn Regensburg,1. FC Köln,2,3,2012-10-20T13:00:00
SC Paderborn 07,FC St. Pauli,1,1,2012-10-21T13:30:00
1. FC Union Berlin,FSV Frankfurt,1,0,2012-10-21T13:30:00
VfR Aalen,Energie Cottbus,1,1,2012-10-21T13:30:00
TSV 1860 München,FC Erzgebirge Aue,1,1,2012-10-22T20:15:00
1. FC Köln,1. FC Kaiserslautern,3,3,2012-10-26T18:00:00
FC Ingolstadt 04,VfR Aalen,2,0,2012-10-26T18:00:00
Energie Cottbus,TSV 1860 München,1,0,2012-10-26T18:00:00
SV Sandhausen,MSV Duisburg,0,2,2012-10-27T13:00:00
Eintracht Braunschweig,Hertha BSC,1,1,2012-10-27T13:00:00
FC Erzgebirge Aue,VfL Bochum,6,1,2012-10-27T13:00:00
FC St. Pauli,SG Dynamo Dresden,3,2,2012-10-28T13:30:00
1. FC Union Berlin,SC Paderborn 07,0,1,2012-10-28T13:30:00
FSV Frankfurt,Jahn Regensburg,3,1,2012-10-28T13:30:00
Hertha BSC,FC Ingolstadt 04,0,0,2012-11-02T18:00:00
Eintracht Braunschweig,SV Sandhausen,2,1,2012-11-02T18:00:00
Jahn Regensburg,SC Paderborn 07,0,2,2012-11-02T18:00:00
TSV 1860 München,FC St. Pauli,0,2,2012-11-03T13:00:00
MSV Duisburg,FSV Frankfurt,1,2,2012-11-03T13:00:00
SG Dynamo Dresden,1. FC Union Berlin,0,2,2012-11-04T13:30:00
VfL Bochum,Energie Cottbus,2,2,2012-11-04T13:30:00
VfR Aalen,1. FC Köln,2,0,2012-11-04T13:30:00
1. FC Kaiserslautern,FC Erzgebirge Aue,4,1,2012-11-05T20:15:00
1. FC Köln,MSV Duisburg,0,0,2012-11-09T18:00:00
FC Erzgebirge Aue,Eintracht Braunschweig,1,1,2012-11-09T18:00:00
SV Sandhausen,Hertha BSC,1,6,2012-11-09T18:00:00
SC Paderborn 07,1. FC Kaiserslautern,1,1,2012-11-10T13:00:00
1. FC Union Berlin,VfR Aalen,0,0,2012-11-10T13:00:00
FC Ingolstadt 04,Jahn Regensburg,4,2,2012-11-11T13:30:00
FSV Frankfurt,TSV 1860 München,0,1,2012-11-11T13:30:00
Energie Cottbus,SG Dynamo Dresden,2,0,2012-11-11T13:30:00
FC St. Pauli,VfL Bochum,1,1,2012-11-12T20:15:00
1. FC Kaiserslautern,Energie Cottbus,1,0,2012-11-16T18:00:00
SG Dynamo Dresden,FSV Frankfurt,2,1,2012-11-16T18:00:00
TSV 1860 München,1. FC Köln,0,2,2012-11-16T20:30:00
Eintracht Braunschweig,FC Ingolstadt 04,3,0,2012-11-17T13:00:00
VfR Aalen,SC Paderborn 07,0,1,2012-11-17T13:00:00
MSV Duisburg,FC Erzgebirge Aue,2,1,2012-11-18T13:30:00
VfL Bochum,SV Sandhausen,5,2,2012-11-18T13:30:00
Jahn Regensburg,1. FC Union Berlin,3,3,2012-11-18T13:30:00
Hertha BSC,FC St. Pauli,1,0,2012-11-19T20:15:00
1. FC Köln,VfL Bochum,3,1,2012-11-23T18:00:00
SC Paderborn 07,SG Dynamo Dresden,2,2,2012-11-23T18:00:00
Jahn Regensburg,VfR Aalen,1,3,2012-11-23T18:00:00
1. FC Union Berlin,TSV 1860 München,2,2,2012-11-24T13:00:00
FSV Frankfurt,1. FC Kaiserslautern,0,1,2012-11-24T13:00:00
Energie Cottbus,Eintracht Braunschweig,3,1,2012-11-24T13:00:00
FC St. Pauli,MSV Duisburg,4,1,2012-11-25T13:30:00
FC Ingolstadt 04,SV Sandhausen,1,1,2012-11-25T13:30:00
FC Erzgebirge Aue,Hertha BSC,0,4,2012-11-25T13:30:00
1. FC Kaiserslautern,Jahn Regensburg,1,1,2012-11-27T17:30:00
TSV 1860 München,SC Paderborn 07,1,0,2012-11-27T17:30:00
SG Dynamo Dresden,VfR Aalen,0,0,2012-11-27T17:30:00
VfL Bochum,FSV Frankfurt,1,3,2012-11-27T17:30:00
Eintracht Braunschweig,FC St. Pauli,1,0,2012-11-28T17:30:00
MSV Duisburg,1. FC Union Berlin,1,2,2012-11-28T17:30:00
FC Ingolstadt 04,FC Erzgebirge Aue,1,2,2012-11-28T17:30:00
SV Sandhausen,Energie Cottbus,3,1,2012-11-28T17:30:00
Hertha BSC,1. FC Köln,1,1,2012-11-29T20:15:00
VfR Aalen,TSV 1860 München,1,1,2012-11-30T18:00:00
Jahn Regensburg,SG Dynamo Dresden,0,0,2012-11-30T18:00:00
FC St. Pauli,1. FC Kaiserslautern,1,0,2012-12-01T13:00:00
1. FC Union Berlin,VfL Bochum,2,1,2012-12-01T13:00:00
FC Erzgebirge Aue,SV Sandhausen,2,2,2012-12-01T13:00:00
1. FC Köln,FC Ingolstadt 04,1,0,2012-12-02T13:30:00
SC Paderborn 07,MSV Duisburg,0,2,2012-12-02T13:30:00
FSV Frankfurt,Eintracht Braunschweig,1,2,2012-12-02T13:30:00
Energie Cottbus,Hertha BSC,1,2,2012-12-03T20:15:00
1. FC Union Berlin,1. FC Kaiserslautern,2,0,2012-12-07T18:00:00
FSV Frankfurt,SV Sandhausen,3,1,2012-12-07T18:00:00
VfR Aalen,MSV Duisburg,0,1,2012-12-07T18:00:00
SC Paderborn 07,Hertha BSC,0,1,2012-12-08T13:00:00
SG Dynamo Dresden,VfL Bochum,0,3,2012-12-08T13:00:00
FC St. Pauli,FC Erzgebirge Aue,0,3,2012-12-09T13:30:00
Energie Cottbus,FC Ingolstadt 04,1,1,2012-12-09T13:30:00
Jahn Regensburg,TSV 1860 München,1,1,2012-12-09T13:30:00
1. FC Köln,Eintracht Braunschweig,2,2,2012-12-10T20:15:00
1. FC Kaiserslautern,VfR Aalen,0,1,2012-12-14T18:00:00
FC Erzgebirge Aue,Energie Cottbus,3,0,2012-12-14T18:00:00
SV Sandhausen,1. FC Köln,0,0,2012-12-14T18:00:00
Hertha BSC,FSV Frankfurt,2,1,2012-12-15T13:00:00
FC Ingolstadt 04,FC St. Pauli,0,0,2012-12-15T13:00:00
TSV 1860 München,SG Dynamo Dresden,1,1,2012-12-16T13:30:00
MSV Duisburg,Jahn Regensburg,4,2,2012-12-16T13:30:00
VfL Bochum,SC Paderborn 07,4,0,2012-12-16T13:30:00
Eintracht Braunschweig,1. FC Union Berlin,4,3,2012-12-17T20:15:00
1. FC Union Berlin,SV Sandhausen,3,1,2013-02-01T18:00:00
SG Dynamo Dresden,MSV Duisburg,0,0,2013-02-01T18:00:00
VfR Aalen,VfL Bochum,2,2,2013-02-01T18:00:00
1. FC Köln,FC Erzgebirge Aue,2,1,2013-02-02T13:00:00
SC Paderborn 07,Eintracht Braunschweig,1,2,2013-02-02T13:00:00
FC St. Pauli,Energie Cottbus,0,0,2013-02-03T13:30:00
FSV Frankfurt,FC Ingolstadt 04,0,2,2013-02-03T13:30:00
Jahn Regensburg,Hertha BSC,1,5,2013-02-03T13:30:00
TSV 1860 München,1. FC Kaiserslautern,0,1,2013-02-04T20:15:00
Eintracht Braunschweig,VfR Aalen,1,1,2013-02-08T18:00:00
FC Erzgebirge Aue,FSV Frankfurt,0,2,2013-02-08T18:00:00
1. FC Kaiserslautern,SG Dynamo Dresden,3,0,2013-02-08T20:30:00
MSV Duisburg,TSV 1860 München,1,3,2013-02-09T13:00:00
Energie Cottbus,1. FC Köln,0,0,2013-02-09T13:00:00
VfL Bochum,Jahn Regensburg,0,2,2013-02-10T13:30:00
FC Ingolstadt 04,SC Paderborn 07,1,3,2013-02-10T13:30:00
SV Sandhausen,FC St. Pauli,4,1,2013-02-10T13:30:00
Hertha BSC,1. FC Union Berlin,2,2,2013-02-11T20:15:00
SC Paderborn 07,FC Erzgebirge Aue,2,0,2013-02-15T18:00:00
TSV 1860 München,VfL Bochum,0,1,2013-02-15T18:00:00
Jahn Regensburg,Eintracht Braunschweig,0,1,2013-02-15T18:00:00
1. FC Union Berlin,FC Ingolstadt 04,1,1,2013-02-16T13:00:00
VfR Aalen,Hertha BSC,0,1,2013-02-16T13:00:00
SG Dynamo Dresden,SV Sandhausen,3,1,2013-02-17T13:30:00
MSV Duisburg,1. FC Kaiserslautern,0,0,2013-02-17T13:30:00
FSV Frankfurt,Energie Cottbus,1,0,2013-02-17T13:30:00
FC St. Pauli,1. FC Köln,0,1,2013-02-18T20:15:00
FC St. Pauli,FSV Frankfurt,3,0,2013-02-22T18:00:00
VfL Bochum,MSV Duisburg,2,2,2013-02-22T18:00:00
FC Erzgebirge Aue,VfR Aalen,1,1,2013-02-22T18:00:00
1. FC Köln,1. FC Union Berlin,2,0,2013-02-23T13:00:00
FC Ingolstadt 04,SG Dynamo Dresden,1,1,2013-02-23T13:00:00
Eintracht Braunschweig,TSV 1860 München,1,2,2013-02-24T13:30:00
Energie Cottbus,Jahn Regensburg,1,1,2013-02-24T13:30:00
SV Sandhausen,SC Paderborn 07,1,3,2013-02-24T13:30:00
Hertha BSC,1. FC Kaiserslautern,1,0,2013-02-25T20:15:00
SC Paderborn 07,Energie Cottbus,0,1,2013-03-01T18:00:00
1. FC Union Berlin,FC Erzgebirge Aue,3,0,2013-03-01T18:00:00
Jahn Regensburg,SV Sandhausen,1,3,2013-03-01T18:00:00
1. FC Kaiserslautern,VfL Bochum,0,0,2013-03-02T13:00:00
SG Dynamo Dresden,Hertha BSC,1,0,2013-03-02T13:00:00
TSV 1860 München,FC Ingolstadt 04,1,1,2013-03-03T13:30:00
FSV Frankfurt,1. FC Köln,1,1,2013-03-03T13:30:00
VfR Aalen,FC St. Pauli,0,1,2013-03-03T13:30:00
MSV Duisburg,Eintracht Braunschweig,1,0,2013-03-04T20:15:00
FC St. Pauli,Jahn Regensburg,3,2,2013-03-08T18:00:00
FSV Frankfurt,VfR Aalen,6,1,2013-03-08T18:00:00
SV Sandhausen,TSV 1860 München,0,1,2013-03-08T18:00:00
1. FC Köln,SC Paderborn 07,3,0,2013-03-09T13:00:00
Energie Cottbus,1. FC Union Berlin,2,1,2013-03-09T13:00:00
Hertha BSC,MSV Duisburg,4,2,2013-03-10T13:30:00
FC Ingolstadt 04,VfL Bochum,2,1,2013-03-10T13:30:00
FC Erzgebirge Aue,SG Dynamo Dresden,1,0,2013-03-10T13:30:00
Eintracht Braunschweig,1. FC Kaiserslautern,1,1,2013-03-11T20:15:00
SC Paderborn 07,FSV Frankfurt,3,0,2013-03-15T18:00:00
1. FC Union Berlin,FC St. Pauli,4,2,2013-03-15T18:00:00
MSV Duisburg,Energie Cottbus,2,1,2013-03-15T18:00:00
TSV 1860 München,Hertha BSC,0,0,2013-03-16T13:00:00
VfL Bochum,Eintracht Braunschweig,0,1,2013-03-16T13:00:00
1. FC Kaiserslautern,FC Ingolstadt 04,3,0,2013-03-17T13:30:00
VfR Aalen,SV Sandhausen,2,2,2013-03-17T13:30:00
Jahn Regensburg,FC Erzgebirge Aue,1,1,2013-03-17T13:30:00
SG Dynamo Dresden,1. FC Köln,0,2,2013-03-18T20:15:00
Energie Cottbus,VfR Aalen,1,1,2013-03-28T18:00:00
FC Erzgebirge Aue,TSV 1860 München,0,1,2013-03-28T18:00:00
Eintracht Braunschweig,SG Dynamo Dresden,2,1,2013-03-28T20:30:00
Hertha BSC,VfL Bochum,2,0,2013-03-30T13:00:00
FC Ingolstadt 04,MSV Duisburg,0,1,2013-03-30T13:00:00
1. FC Köln,Jahn Regensburg,2,1,2013-03-31T13:30:00
FSV Frankfurt,1. FC Union Berlin,3,0,2013-03-31T13:30:00
SV Sandhausen,1. FC Kaiserslautern,1,1,2013-03-31T13:30:00
FC St. Pauli,SC Paderborn 07,2,2,2013-04-01T20:15:00
1. FC Kaiserslautern,1. FC Köln,3,0,2013-04-05T18:00:00
VfL Bochum,FC Erzgebirge Aue,0,3,2013-04-05T18:00:00
VfR Aalen,FC Ingolstadt 04,2,1,2013-04-05T18:00:00
SG Dynamo Dresden,FC St. Pauli,3,2,2013-04-06T13:00:00
Jahn Regensburg,FSV Frankfurt,1,4,2013-04-06T13:00:00
SC Paderborn 07,1. FC Union Berlin,1,1,2013-04-07T13:30:00
TSV 1860 München,Energie Cottbus,1,1,2013-04-07T13:30:00
MSV Duisburg,SV Sandhausen,2,1,2013-04-07T13:30:00
Hertha BSC,Eintracht Braunschweig,3,0,2013-04-08T20:15:00
1. FC Union Berlin,SG Dynamo Dresden,0,0,2013-04-12T18:00:00
FC Ingolstadt 04,Hertha BSC,1,1,2013-04-12T18:00:00
SV Sandhausen,Eintracht Braunschweig,1,3,2013-04-12T18:00:00
FC St. Pauli,TSV 1860 München,3,1,2013-04-13T13:00:00
FSV Frankfurt,MSV Duisburg,1,1,2013-04-13T13:00:00
1. FC Köln,VfR Aalen,1,0,2013-04-14T13:30:00
SC Paderborn 07,Jahn Regensburg,0,0,2013-04-14T13:30:00
Energie Cottbus,VfL Bochum,0,2,2013-04-14T13:30:00
FC Erzgebirge Aue,1. FC Kaiserslautern,1,1,2013-04-15T20:15:00
VfL Bochum,FC St. Pauli,3,0,2013-04-19T18:00:00
VfR Aalen,1. FC Union Berlin,3,0,2013-04-19T18:00:00
Jahn Regensburg,FC Ingolstadt 04,1,2,2013-04-19T18:00:00
1. FC Kaiserslautern,SC Paderborn 07,3,0,2013-04-20T13:00:00
TSV 1860 München,FSV Frankfurt,1,2,2013-04-20T13:00:00
Hertha BSC,SV Sandhausen,1,0,2013-04-21T13:30:00
Eintracht Braunschweig,FC Erzgebirge Aue,1,1,2013-04-21T13:30:00
SG Dynamo Dresden,Energie Cottbus,1,0,2013-04-21T13:30:00
MSV Duisburg,1. FC Köln,1,1,2013-04-22T20:15:00
1. FC Union Berlin,Jahn Regensburg,1,0,2013-04-26T18:00:00
FC Ingolstadt 04,Eintracht Braunschweig,0,1,2013-04-26T18:00:00
SV Sandhausen,VfL Bochum,0,1,2013-04-26T18:00:00
FSV Frankfurt,SG Dynamo Dresden,3,1,2013-04-27T13:00:00
FC Erzgebirge Aue,MSV Duisburg,0,0,2013-04-27T13:00:00
1. FC Köln,TSV 1860 München,1,1,2013-04-28T13:30:00
FC St. Pauli,Hertha BSC,2,3,2013-04-28T13:30:00
SC Paderborn 07,VfR Aalen,2,2,2013-04-28T13:30:00
Energie Cottbus,1. FC Kaiserslautern,4,2,2013-04-29T20:15:00
Hertha BSC,FC Erzgebirge Aue,3,2,2013-05-03T18:00:00
SG Dynamo Dresden,SC Paderborn 07,2,1,2013-05-03T18:00:00
VfR Aalen,Jahn Regensburg,2,1,2013-05-03T18:00:00
VfL Bochum,1. FC Köln,2,1,2013-05-04T13:00:00
SV Sandhausen,FC Ingolstadt 04,3,1,2013-05-04T13:00:00
1. FC Kaiserslautern,FSV Frankfurt,4,1,2013-05-05T13:30:00
TSV 1860 München,1. FC Union Berlin,3,0,2013-05-05T13:30:00
MSV Duisburg,FC St. Pauli,0,0,2013-05-05T13:30:00
Eintracht Braunschweig,Energie Cottbus,0,0,2013-05-06T20:15:00
1. FC Köln,Hertha BSC,1,2,2013-05-12T13:30:00
FC St. Pauli,Eintracht Braunschweig,5,1,2013-05-12T13:30:00
SC Paderborn 07,TSV 1860 München,2,0,2013-05-12T13:30:00
1. FC Union Berlin,MSV Duisburg,2,1,2013-05-12T13:30:00
FSV Frankfurt,VfL Bochum,2,1,2013-05-12T13:30:00
Energie Cottbus,SV Sandhausen,3,0,2013-05-12T13:30:00
FC Erzgebirge Aue,FC Ingolstadt 04,0,1,2013-05-12T13:30:00
VfR Aalen,SG Dynamo Dresden,3,0,2013-05-12T13:30:00
Jahn Regensburg,1. FC Kaiserslautern,1,3,2013-05-12T13:30:00
Hertha BSC,Energie Cottbus,1,1,2013-05-19T13:30:00
1. FC Kaiserslautern,FC St. Pauli,1,2,2013-05-19T13:30:00
TSV 1860 München,VfR Aalen,3,0,2013-05-19T13:30:00
Eintracht Braunschweig,FSV Frankfurt,2,2,2013-05-19T13:30:00
SG Dynamo Dresden,Jahn Regensburg,3,1,2013-05-19T13:30:00
MSV Duisburg,SC Paderborn 07,3,2,2013-05-19T13:30:00
VfL Bochum,1. FC Union Berlin,1,2,2013-05-19T13:30:00
FC Ingolstadt 04,1. FC Köln,0,3,2013-05-19T13:30:00
SV Sandhausen,FC Erzgebirge Aue,0,1,2013-05-19T13:30:00
SV Sandhausen,VfR Aalen,0,0,2013-07-19T18:30:00
FC Ingolstadt 04,FC Erzgebirge Aue,1,2,2013-07-19T18:30:00
FC St. Pauli,TSV 1860 München,1,0,2013-07-19T20:30:00
SC Paderborn 07,1. FC Kaiserslautern,0,1,2013-07-20T13:00:00
SG Dynamo Dresden,1. FC Köln,1,1,2013-07-20T15:30:00
SpVgg Greuther Fürth,Arminia Bielefeld,2,0,2013-07-21T13:30:00
FSV Frankfurt,Karlsruher SC,0,1,2013-07-21T13:30:00
1. FC Union Berlin,VfL Bochum,1,2,2013-07-21T15:30:00
Fortuna Düsseldorf,Energie Cottbus,1,0,2013-07-22T20:15:00
VfR Aalen,SpVgg Greuther Fürth,0,2,2013-07-26T18:30:00
Arminia Bielefeld,1. FC Union Berlin,1,1,2013-07-26T18:30:00
1. FC Kaiserslautern,FC Ingolstadt 04,3,1,2013-07-26T20:30:00
FC Erzgebirge Aue,SV Sandhausen,1,0,2013-07-27T13:00:00
Karlsruher SC,FC St. Pauli,0,0,2013-07-27T15:30:00
TSV 1860 München,FSV Frankfurt,2,1,2013-07-28T13:30:00
Energie Cottbus,SC Paderborn 07,4,0,2013-07-28T13:30:00
1. FC Köln,Fortuna Düsseldorf,1,1,2013-07-28T15:30:00
VfL Bochum,SG Dynamo Dresden,1,1,2013-07-29T20:15:00
Fortuna Düsseldorf,TSV 1860 München,1,2,2013-08-09T18:30:00
FSV Frankfurt,VfL Bochum,1,0,2013-08-09T18:30:00
SG Dynamo Dresden,1. FC Union Berlin,1,3,2013-08-09T18:30:00
SC Paderborn 07,1. FC Köln,1,1,2013-08-10T13:00:00
FC Ingolstadt 04,Karlsruher SC,0,2,2013-08-10T13:00:00
FC St. Pauli,Arminia Bielefeld,0,1,2013-08-11T13:30:00
SV Sandhausen,Energie Cottbus,2,2,2013-08-11T13:30:00
FC Erzgebirge Aue,VfR Aalen,0,1,2013-08-11T13:30:00
SpVgg Greuther Fürth,1. FC Kaiserslautern,2,1,2013-08-12T20:15:00
Karlsruher SC,SpVgg Greuther Fürth,1,2,2013-08-16T18:30:00
Arminia Bielefeld,SC Paderborn 07,3,3,2013-08-16T18:30:00
VfL Bochum,FC St. Pauli,2,2,2013-08-16T20:30:00
1. FC Kaiserslautern,FC Erzgebirge Aue,2,1,2013-08-17T13:00:00
1. FC Köln,SV Sandhausen,2,0,2013-08-17T13:00:00
TSV 1860 München,FC Ingolstadt 04,1,0,2013-08-18T13:30:00
Energie Cottbus,VfR Aalen,5,1,2013-08-18T13:30:00
SG Dynamo Dresden,FSV Frankfurt,0,3,2013-08-18T13:30:00
1. FC Union Berlin,Fortuna Düsseldorf,2,1,2013-08-19T20:15:00
SV Sandhausen,Karlsruher SC,1,1,2013-08-23T18:30:00
FC Ingolstadt 04,Arminia Bielefeld,3,2,2013-08-23T18:30:00
FC Erzgebirge Aue,Energie Cottbus,2,1,2013-08-23T18:30:00
SpVgg Greuther Fürth,1. FC Köln,0,0,2013-08-24T13:00:00
VfR Aalen,1. FC Kaiserslautern,4,0,2013-08-24T13:00:00
Fortuna Düsseldorf,VfL Bochum,1,0,2013-08-25T13:30:00
FSV Frankfurt,1. FC Union Berlin,1,1,2013-08-25T13:30:00
SC Paderborn 07,TSV 1860 München,1,0,2013-08-25T13:30:00
FC St. Pauli,SG Dynamo Dresden,2,1,2013-08-26T20:15:00
FSV Frankfurt,SpVgg Greuther Fürth,1,1,2013-08-30T18:30:00
TSV 1860 München,SV Sandhausen,0,2,2013-08-30T18:30:00
Arminia Bielefeld,Fortuna Düsseldorf,4,2,2013-08-30T18:30:00
1. FC Union Berlin,FC St. Pauli,3,2,2013-08-31T13:00:00
VfL Bochum,SC Paderborn 07,4,2,2013-08-31T13:00:00
1. FC Köln,FC Erzgebirge Aue,4,1,2013-09-01T13:30:00
SG Dynamo Dresden,FC Ingolstadt 04,1,1,2013-09-01T13:30:00
Karlsruher SC,VfR Aalen,1,1,2013-09-01T13:30:00
1. FC Kaiserslautern,Energie Cottbus,2,2,2013-09-02T20:15:00
VfR Aalen,TSV 1860 München,0,0,2013-09-13T18:30:00
SC Paderborn 07,Karlsruher SC,1,0,2013-09-13T18:30:00
FC Erzgebirge Aue,Arminia Bielefeld,0,2,2013-09-13T18:30:00
FC St. Pauli,FSV Frankfurt,2,1,2013-09-14T13:00:00
SV Sandhausen,1. FC Kaiserslautern,1,0,2013-09-14T13:00:00
Fortuna Düsseldorf,SG Dynamo Dresden,1,1,2013-09-15T13:30:00
SpVgg Greuther Fürth,VfL Bochum,0,2,2013-09-15T13:30:00
FC Ingolstadt 04,1. FC Union Berlin,0,1,2013-09-15T13:30:00
Energie Cottbus,1. FC Köln,0,4,2013-09-16T20:15:00
1. FC Köln,1. FC Kaiserslautern,0,0,2013-09-20T18:30:00
1. FC Union Berlin,SpVgg Greuther Fürth,2,4,2013-09-20T18:30:00
Karlsruher SC,Energie Cottbus,2,0,2013-09-20T18:30:00
TSV 1860 München,FC Erzgebirge Aue,3,1,2013-09-21T13:00:00
VfL Bochum,VfR Aalen,1,2,2013-09-21T13:00:00
FSV Frankfurt,FC Ingolstadt 04,4,1,2013-09-22T13:30:00
SG Dynamo Dresden,SC Paderborn 07,2,2,2013-09-22T13:30:00
Arminia Bielefeld,SV Sandhausen,2,1,2013-09-22T13:30:00
FC St. Pauli,Fortuna Düsseldorf,1,1,2013-09-23T20:15:00
Energie Cottbus,Arminia Bielefeld,4,2,2013-09-27T18:30:00
VfR Aalen,1. FC Köln,0,1,2013-09-27T18:30:00
FC Erzgebirge Aue,Karlsruher SC,3,0,2013-09-27T18:30:00
Fortuna Düsseldorf,FSV Frankfurt,0,0,2013-09-28T13:00:00
SC Paderborn 07,1. FC Union Berlin,0,3,2013-09-28T13:00:00
1. FC Kaiserslautern,TSV 1860 München,3,0,2013-09-29T13:30:00
SV Sandhausen,VfL Bochum,1,0,2013-09-29T13:30:00
FC Ingolstadt 04,FC St. Pauli,1,2,2013-09-29T13:30:00
SpVgg Greuther Fürth,SG Dynamo Dresden,4,0,2013-09-30T20:15:00
1. FC Union Berlin,SV Sandhausen,3,0,2013-10-04T18:30:00
FC St. Pauli,SC Paderborn 07,1,2,2013-10-04T18:30:00
Arminia Bielefeld,1. FC Kaiserslautern,0,3,2013-10-04T18:30:00
SG Dynamo Dresden,VfR Aalen,2,0,2013-10-05T13:00:00
Karlsruher SC,1. FC Köln,1,2,2013-10-05T13:00:00
FSV Frankfurt,FC Erzgebirge Aue,3,1,2013-10-06T13:30:00
TSV 1860 München,Energie Cottbus,0,0,2013-10-06T13:30:00
VfL Bochum,FC Ingolstadt 04,0,1,2013-10-06T13:30:00
Fortuna Düsseldorf,SpVgg Greuther Fürth,2,1,2013-10-07T20:15:00
Energie Cottbus,1. FC Union Berlin,0,0,2013-10-18T18:30:00
VfR Aalen,Arminia Bielefeld,3,0,2013-10-18T18:30:00
SC Paderborn 07,FSV Frankfurt,4,2,2013-10-18T18:30:00
SV Sandhausen,SG Dynamo Dresden,0,0,2013-10-19T13:00:00
FC Erzgebirge Aue,VfL Bochum,2,1,2013-10-19T13:00:00
SpVgg Greuther Fürth,FC St. Pauli,2,4,2013-10-20T13:30:00
1. FC Kaiserslautern,Karlsruher SC,2,2,2013-10-20T13:30:00
FC Ingolstadt 04,Fortuna Düsseldorf,1,2,2013-10-20T13:30:00
1. FC Köln,TSV 1860 München,0,0,2013-10-21T20:15:00
SpVgg Greuther Fürth,FC Ingolstadt 04,0,1,2013-10-25T18:30:00
FC St. Pauli,SV Sandhausen,0,0,2013-10-25T18:30:00
Arminia Bielefeld,1. FC Köln,0,1,2013-10-25T18:30:00
Fortuna Düsseldorf,SC Paderborn 07,1,6,2013-10-26T13:00:00
FSV Frankfurt,VfR Aalen,0,0,2013-10-26T13:00:00
1. FC Union Berlin,FC Erzgebirge Aue,1,0,2013-10-27T13:30:00
SG Dynamo Dresden,Energie Cottbus,1,0,2013-10-27T13:30:00
Karlsruher SC,TSV 1860 München,2,1,2013-10-27T13:30:00
VfL Bochum,1. FC Kaiserslautern,0,0,2013-10-28T20:15:00
Energie Cottbus,VfL Bochum,0,1,2013-11-01T18:30:00
VfR Aalen,Fortuna Düsseldorf,1,0,2013-11-01T18:30:00
SC Paderborn 07,FC Ingolstadt 04,1,1,2013-11-01T18:30:00
1. FC Kaiserslautern,FC St. Pauli,4,1,2013-11-02T13:00:00
FC Erzgebirge Aue,SpVgg Greuther Fürth,2,6,2013-11-02T13:00:00
TSV 1860 München,SG Dynamo Dresden,1,3,2013-11-03T13:30:00
SV Sandhausen,FSV Frankfurt,2,0,2013-11-03T13:30:00
Karlsruher SC,Arminia Bielefeld,3,1,2013-11-03T13:30:00
1. FC Köln,1. FC Union Berlin,4,0,2013-11-04T20:15:00
SpVgg Greuther Fürth,SC Paderborn 07,3,0,2013-11-08T18:30:00
FSV Frankfurt,1. FC Kaiserslautern,0,4,2013-11-08T18:30:00
FC Ingolstadt 04,VfR Aalen,2,0,2013-11-08T18:30:00
1. FC Union Berlin,Karlsruher SC,0,0,2013-11-09T13:00:00
Arminia Bielefeld,TSV 1860 München,0,1,2013-11-09T13:00:00
Fortuna Düsseldorf,SV Sandhausen,1,0,2013-11-10T13:30:00
VfL Bochum,1. FC Köln,1,0,2013-11-10T13:30:00
SG Dynamo Dresden,FC Erzgebirge Aue,1,1,2013-11-10T13:30:00
FC St. Pauli,Energie Cottbus,3,0,2013-11-11T20:15:00
Energie Cottbus,FSV Frankfurt,1,4,2013-11-22T18:30:00
SV Sandhausen,SC Paderborn 07,3,2,2013-11-22T18:30:00
